Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
266,CA-2015-155040,11/10/2015,11/15/2015,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Brentwood,California,94513,West,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,799.0,20,0.0,351.56
267,CA-2017-136826,6/16/2017,6/20/2017,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Chapel Hill,North Carolina,27514,South,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",140.16,30,0.2,47.304
268,CA-2016-111010,1/22/2016,1/28/2016,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Morristown,New Jersey,7960,East,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,75.6,60,0.0,3.024
269,US-2017-145366,12/9/2017,12/13/2017,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Cincinnati,Ohio,45231,East,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,372.08,10,0.2,-74.416
270,US-2017-145366,12/9/2017,12/13/2017,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Cincinnati,Ohio,45231,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",575.76,30,0.2,215.91000000000003
271,CA-2017-163979,12/28/2017,1/2/2018,Second Class,KH-16690,Kristen Hastings,Corporate,United States,San Francisco,California,94110,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,7258.400000000001,40,0.0,2104.9359999999997
272,CA-2015-155334,7/30/2015,7/31/2015,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,2099.3,70,0.0,923.692
273,CA-2015-155334,7/30/2015,7/31/2015,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,52.800000000000004,30,0.0,23.232
274,CA-2015-155334,7/30/2015,7/31/2015,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,109.2,30,0.2,40.949999999999996
275,CA-2017-118136,9/16/2017,9/17/2017,First Class,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,90301,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",88.2,20,0.0,40.572
276,CA-2017-118136,9/16/2017,9/17/2017,First Class,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,90301,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,59.800000000000004,10,0.0,15.548
277,CA-2017-132976,10/13/2017,10/17/2017,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000673,Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",116.47999999999999,20,0.2,40.768
278,CA-2017-132976,10/13/2017,10/17/2017,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",181.76,40,0.2,59.071999999999996
279,CA-2017-132976,10/13/2017,10/17/2017,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,597.12,60,0.2,59.711999999999996
280,CA-2017-132976,10/13/2017,10/17/2017,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-LA-10002043,Office Supplies,Labels,Avery 489,248.4,30,0.2,86.94000000000001
281,US-2015-161991,9/26/2015,9/28/2015,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,20.8,50,0.8,-34.32
282,US-2015-161991,9/26/2015,9/28/2015,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,11144.0,70,0.2,3761.1000000000004
283,CA-2015-130890,11/2/2015,11/6/2015,Standard Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90004,West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",10388.4,50,0.2,519.42
284,CA-2015-130883,9/26/2015,10/2/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,1417.6,50,0.2,478.44
285,CA-2015-130883,9/26/2015,10/2/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,2398.0,50,0.2,479.6
286,CA-2015-130883,9/26/2015,10/2/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,311.03999999999996,60,0.2,108.864
287,CA-2016-112697,12/18/2016,12/20/2016,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,2540.58,70,0.7,-1693.7200000000003
288,CA-2016-112697,12/18/2016,12/20/2016,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1945.28,20,0.2,243.16
289,CA-2016-112697,12/18/2016,12/20/2016,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,9614.8,50,0.2,-2043.145
290,CA-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,190.96,70,0.2,66.836
291,CA-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,OFF-LA-10004689,Office Supplies,Labels,Avery 512,184.95999999999998,80,0.2,62.424
292,CA-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,2559.84,20,0.2,543.966
293,CA-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",869.7,30,0.5,-487.03200000000004
294,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",3004.16,80,0.2,788.592
295,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,2303.52,30,0.2,201.558
296,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,2183.52,30,0.2,-245.646
297,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,786.0,50,0.7,-628.8000000000001
298,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",275.52,30,0.2,92.988
299,CA-2016-142545,10/28/2016,11/3/2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,324.0,50,0.0,155.51999999999998
300,CA-2016-142545,10/28/2016,11/3/2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",10824.8,80,0.0,108.24799999999999
301,CA-2016-142545,10/28/2016,11/3/2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,569.0999999999999,30,0.0,273.168
302,CA-2016-142545,10/28/2016,11/3/2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",776.0,40,0.0,380.24
303,CA-2016-142545,10/28/2016,11/3/2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,142.79999999999998,10,0.0,65.688
304,US-2017-152380,11/19/2017,11/23/2017,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Chicago,Illinois,60623,Central,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,2190.75,30,0.5,-1314.4499999999998
305,CA-2015-144253,5/4/2015,5/9/2015,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,New York City,New York,10024,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,268.0,20,0.0,128.64000000000001
306,CA-2014-130960,12/30/2014,1/4/2015,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Taylor,Michigan,48180,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,98.4,30,0.0,28.536
307,CA-2014-111003,6/1/2014,6/6/2014,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",454.79999999999995,30,0.0,209.208
308,CA-2014-111003,6/1/2014,6/6/2014,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,2892.0,60,0.0,838.68
309,CA-2017-126774,4/15/2017,4/17/2017,First Class,SH-20395,Shahid Hopkins,Consumer,United States,Arlington,Virginia,22204,South,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,48.9,10,0.0,20.049
310,CA-2016-142902,9/12/2016,9/14/2016,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,151.35999999999999,40,0.2,35.948
311,CA-2016-142902,9/12/2016,9/14/2016,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,4667.679999999999,20,0.2,525.114
312,CA-2016-142902,9/12/2016,9/14/2016,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",152.32,10,0.2,17.136
313,CA-2016-142902,9/12/2016,9/14/2016,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,62.64,30,0.2,20.358
314,CA-2014-120887,9/27/2014,10/3/2014,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Hackensack,New Jersey,7601,East,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",875.4000000000001,30,0.0,376.422
315,CA-2014-167850,8/9/2014,8/16/2014,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710,South,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,1783.84,20,0.2,222.98
316,CA-2014-167850,8/9/2014,8/16/2014,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,155.51999999999998,30,0.2,54.432
317,CA-2014-164259,12/28/2014,12/30/2014,First Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",991.3599999999999,40,0.2,86.744
318,CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,1358.8200000000002,10,0.1,241.568
319,CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,39919.8,20,0.0,19959.9
320,CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,2759.4,60,0.0,800.226
321,CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,3600.0,40,0.0,1296.0
322,CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",435.7,10,0.0,130.71
323,CA-2014-156601,9/19/2014,9/24/2014,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Long Beach,California,90805,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,71.6,20,0.0,35.8
324,CA-2016-162138,4/23/2016,4/27/2016,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,2515.2000000000003,60,0.2,817.44
325,CA-2016-162138,4/23/2016,4/27/2016,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,999.9,10,0.0,349.965
326,CA-2017-153339,11/3/2017,11/5/2017,Second Class,DJ-13510,Don Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,159.92000000000002,10,0.2,9.995000000000001
327,US-2016-141544,8/30/2016,9/1/2016,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,2908.9800000000005,30,0.4,-678.762
328,US-2016-141544,8/30/2016,9/1/2016,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",542.24,20,0.2,33.89
329,US-2016-141544,8/30/2016,9/1/2016,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,7867.4400000000005,40,0.3,-2585.016
330,US-2016-141544,8/30/2016,9/1/2016,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,1002.4,100,0.2,338.31000000000006
331,US-2016-141544,8/30/2016,9/1/2016,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,377.64000000000004,60,0.7,-276.936
332,US-2016-150147,4/25/2016,4/29/2016,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,828.0,20,0.4,-207.0
333,US-2016-150147,4/25/2016,4/29/2016,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,207.24,20,0.7,-138.16
334,US-2016-150147,4/25/2016,4/29/2016,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,48.96,30,0.7,-34.272
335,CA-2015-137946,9/1/2015,9/4/2015,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,47.519999999999996,10,0.2,16.038
336,CA-2015-137946,9/1/2015,9/4/2015,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,9599.84,20,0.2,3359.944
337,CA-2015-137946,9/1/2015,9/4/2015,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,143.68,40,0.2,44.900000000000006
338,CA-2014-129924,7/12/2014,7/17/2014,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,77.12,20,0.2,27.956
339,CA-2014-129924,7/12/2014,7/17/2014,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,6983.5199999999995,30,0.2,-174.588
340,CA-2015-128167,6/22/2015,6/26/2015,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Layton,Utah,84041,West,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",49.6,40,0.0,23.311999999999998
341,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,178.56,40,0.2,11.16
342,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,5099.700000000001,100,0.7,-4079.76
343,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,309.92,130,0.2,100.724
344,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",719.28,120,0.4,83.916
345,US-2015-120712,12/20/2015,12/24/2015,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Austin,Texas,78745,Central,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,888.0,40,0.2,-22.200000000000003
346,CA-2017-169901,6/15/2017,6/19/2017,Standard Class,CC-12550,Clay Cheatham,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,479.76,30,0.2,47.976
347,CA-2017-134306,7/8/2017,7/12/2017,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",75.6,30,0.0,30.996000000000002
348,CA-2017-134306,7/8/2017,7/12/2017,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,245.6,20,0.0,115.432
349,CA-2017-134306,7/8/2017,7/12/2017,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",129.60000000000002,20,0.0,41.471999999999994
350,CA-2016-129714,9/1/2016,9/3/2016,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,67.9,10,0.0,23.086000000000002
351,CA-2016-129714,9/1/2016,9/3/2016,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,245.6,20,0.0,115.432
352,CA-2016-129714,9/1/2016,9/3/2016,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,30.48,10,0.2,10.668
353,CA-2016-129714,9/1/2016,9/3/2016,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,491.2,40,0.0,230.864
354,CA-2016-129714,9/1/2016,9/3/2016,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,43551.67999999999,40,0.2,14154.295999999998
355,CA-2016-138520,4/8/2016,4/13/2016,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,3887.04,60,0.2,-48.587999999999994
356,CA-2016-138520,4/8/2016,4/13/2016,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",82.6,20,0.0,37.995999999999995
357,CA-2016-138520,4/8/2016,4/13/2016,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",170.39999999999998,40,0.0,69.864
358,CA-2016-138520,4/8/2016,4/13/2016,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",344.0,50,0.0,158.24
359,CA-2016-130001,4/23/2016,4/28/2016,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,362.40000000000003,50,0.2,113.25
360,CA-2017-155698,3/8/2017,3/11/2017,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,6478.400000000001,80,0.0,1684.384
361,CA-2017-155698,3/8/2017,3/11/2017,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",207.0,20,0.0,99.36
362,CA-2017-144904,9/25/2017,10/1/2017,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",207.0,20,0.0,99.36
363,CA-2017-144904,9/25/2017,10/1/2017,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,4886.46,30,0.1,868.7040000000001
364,CA-2017-144904,9/25/2017,10/1/2017,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,OFF-AR-10003732,Office Supplies,Art,Newell 333,55.599999999999994,20,0.0,14.456
365,CA-2017-144904,9/25/2017,10/1/2017,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,471.2,80,0.0,207.328
366,CA-2014-123344,9/24/2014,9/29/2014,Standard Class,JD-16060,Julia Dunbar,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",2119.6,40,0.0,84.784
367,CA-2016-155516,10/21/2016,10/21/2016,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,232.0,40,0.0,104.39999999999999
368,CA-2016-155516,10/21/2016,10/21/2016,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,73.60000000000001,20,0.0,1.472
369,CA-2016-155516,10/21/2016,10/21/2016,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,1047.9,70,0.0,293.41200000000003
370,CA-2016-155516,10/21/2016,10/21/2016,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",10439.2,40,0.0,2714.192
371,CA-2017-104745,5/29/2017,6/4/2017,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550,Central,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,259.20000000000005,50,0.2,93.96000000000001
372,CA-2017-104745,5/29/2017,6/4/2017,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550,Central,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,534.24,30,0.2,46.745999999999995
373,US-2014-119137,7/23/2014,7/27/2014,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,81.6,50,0.7,-57.12
